id,text,sound,timestamp,translate
34502,当我注视着你的时候，我只看到你所许诺的、我们共同的未来。,,1457026380,1
34503,我会把你的坟墓许诺给你，如果你再这样胡思乱想……,,1457026380,1
34504,你看到她是如何挑逗我的了吗，<CHARNAME>？我为她入迷而难以自拔，还不是理所当然的事情吗？,,1457026380,1
34505,你看到她是如何挑逗我的了吗，<CHARNAME>？我为她入迷而难以自拔，还不是理所当然的事情吗？给我和我的朋友上酒来，亲爱的。喏，这才是我的好女孩。,,1457026380,1
34506,老天爷啊……,,1457026380,1
34507,但你来这儿肯定不只是看看情况。有什么我能为你做的？,,1457026380,1
34508,我需要你的帮助，盖里克。,,1457026380,1
34509,我需要你说服我别干一件蠢事。我准备在几个小时之内离开博德之门，朝北边去。,,1457026380,1
34510,我很快就要离开博德之门朝北面走。和我一起走吧。,,1457026380,1
34511,说实话，我就是来看看情况的。现在我也看得差不多了，该说再见了。,,1457026380,1
34512,真的……？好吧，我想你也确实是个大忙人。再见啦，<CHARNAME>。直到重逢之时……,,1457026380,1
34513,再见啦，<CHARNAME>。直到重逢之时……,,1457026380,1
34514,你要朝北走？为什么？,,1457026380,1
34515,哦……你真是选了个最不适合出行的时候，我的朋友。你肯定听说过凯拉的所谓“十字军”吧。,,1457026380,1
34516,我们还没见过面，但我已经足够了解这个凯拉了。她的手下试图杀了我。,,1457026380,1
34517,我听说过，但了解还算不上。有一群戴着凯拉标志的刺客想杀了我——而且还是在杜卡大公府上动的手。,,1457026380,1
34518,我确实听说过——我决定亲眼看看他们，然后亲手结果他们。你会帮助我吗？,,1457026380,1
34519,她试图刺杀博德之门的英雄？真大胆啊，但太过冒险。他们的失败会把你拉进矛盾中心……,,1457026380,1
34520,看上去她认为值得冒这个险。,,1457026380,1
34521,确实如此，现在仅剩的问题是，你是否准备和我一同出发。,,1457026380,1
34522,但他们若成功，便可确保将我排除在外。不论她有何种理由，她要为她的所作所为付出代价。,,1457026380,1
34523,也许你可以亲自问她，但我恐怕无法与你同行。我即将打破阿莱丝那不近人情的假面，绝不能现在离开。我祝你一路顺风，<CHARNAME>，愿你在北方寻得财富。,,1457026380,1
34524,我恐怕无法与你同行。,,1457026380,1
34525,我即将打破阿莱丝那不近人情的假面。,,1457026380,1
34526,你确定那只是个假面？,,1457026380,1
34527,那诗人不会跟你走啦，<CHARNAME>。咱们动身吧。,,1457026380,1
34528,愿你在北方寻得财富，<CHARNAME>，我期待听到你冒险的故事。,,1457026380,1
34529,来，拿着这把剑。这是个来自爱慕者……呃，曾经的爱慕者的礼物。我相信短时间内你能比我更好地利用它。祝你在北方寻得财富。,,1457026380,1
34530,我确信她将付出代价，但你的讨债之旅恕我无法同行。我即将打破阿莱丝那不近人情的假面，绝不能现在离开。我祝你一路顺风，<CHARNAME>，愿你在北方寻得财富。,,1457026380,1
